2024/10/05 02:16:23 [warn] 184#184: 512 worker_connections are not enough, reusing connections
2024/10/05 02:16:23 [alert] 184#184: 512 worker_connections are not enough
2024/10/05 02:16:23 [error] 183#183: *874 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost-nginx-proxy-manager, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:80/favicon.ico", host: "20.81.47.192", referrer: "http://20.81.47.192/"
2024/10/05 02:17:27 [error] 184#184: *878 open() "/var/www/html/cdn-cgi/trace" failed (2: No such file or directory), client: 152.42.247.210, server: localhost-nginx-proxy-manager, request: "GET /cdn-cgi/trace HTTP/1.1", host: "speed.cloudflare.com"
2024/10/05 02:23:58 [error] 184#184: *883 open() "/var/www/html/assets/about.php7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /assets/about.php7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/plugins.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/plugins.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/css/fex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /css/fex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-includes/Text/Diff/Renderer/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/Text/Diff/Renderer/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/datbvwgi.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /datbvwgi.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-includes/ID3/admin.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/ID3/admin.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/inc.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //inc.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/xdmrryr/twdkpstm.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/xdmrryr/twdkpstm.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/opd0hh1k.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /opd0hh1k.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/cgi-bin/alfa-rex.php7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/alfa-rex.php7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/tk9zgum9/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/tk9zgum9/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/9rafadt6/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/9rafadt6/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/plugin.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /plugin.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-admin/images/rk2.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/rk2.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/phocsqfz/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/phocsqfz/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:59 [error] 184#184: *883 open() "/var/www/html/contact.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /contact.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/fix/up.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/fix/up.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/worksec.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /worksec.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/uploads/wso.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/uploads/wso.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/wp-login.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //wp-content/plugins/wp-login.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/user.php/text.php/ini.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /user.php/text.php/ini.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 "/var/www/html/wp-admin/js/widgets/index.html" is not found (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET ///wp-admin/js/widgets/ HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/ALFA_DATA/ws.php.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /ALFA_DATA/ws.php.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/ynz.PhP7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/ynz.PhP7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/6GC9QJ.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /6GC9QJ.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/ishbqyl/skfbqznv.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/ishbqyl/skfbqznv.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/upgrade/alfa-rex.php7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/upgrade/alfa-rex.php7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/.well-known/pki-validation/wp-login.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //.well-known/pki-validation/wp-login.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-includes/ID3/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/ID3/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/wp-content/upgrade-temp-backup/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/upgrade-temp-backup/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:00 [error] 184#184: *883 open() "/var/www/html/cache.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /cache.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/ccx/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /ccx/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/old/wp-content/plugins/xxcvw" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /old/wp-content/plugins/xxcvw HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/alfanew.PHP7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /alfanew.PHP7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/modules/mod_simplefileuploadv1.3/elements/luuf.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /modules/mod_simplefileuploadv1.3/elements/luuf.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/assets/chosen343242.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /assets/chosen343242.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/wp-admin/user/xmrlpc.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/user/xmrlpc.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/gol5mqem/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/gol5mqem/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/ALFA_DATA/alfacgiapi/alfa-rex.php7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /ALFA_DATA/alfacgiapi/alfa-rex.php7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/power.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /power.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/wp-content/languages/themes/tventyptwentytwentyone-it_IT.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/languages/themes/tventyptwentytwentyone-it_IT.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/img/cd.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /img/cd.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/0x.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /0x.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/.well-known/pki-validation/admin.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/pki-validation/admin.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/cgi-bin/alfa-rex.php8" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/alfa-rex.php8 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:01 [error] 184#184: *883 open() "/var/www/html/wp-admin/admin.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/admin.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/moderation.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /moderation.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-includes/js/tinymce/plugins/compat3x/css/wp-login.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/js/tinymce/plugins/compat3x/css/wp-login.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/.github/default.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.github/default.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/css/ws.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /css/ws.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-includes/rest-api/api.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/rest-api/api.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-includes/rest-api/ws.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/rest-api/ws.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-blog-header.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-blog-header.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/k3myd6ht/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/k3myd6ht/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-content/upgrade/ws.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/upgrade/ws.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/images/smilies/file.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /images/smilies/file.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-includes/css/dist/niil.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/css/dist/niil.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/intranet/wp-content/themes/seotheme/db.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /intranet//wp-content/themes/seotheme/db.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-includes/autoload_classmap.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/autoload_classmap.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/wp-includes/l10n" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/l10n HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:02 [error] 184#184: *883 open() "/var/www/html/srf.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /srf.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/Cache/api.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/Cache/api.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-content/ovansizds.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/ovansizds.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/websites/keiron_leach/public_html/wp-content/plugins/fix/up.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /websites/keiron_leach/public_html/wp-content/plugins/fix/up.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-admin/css/colors" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-includes/PHPMailer/autoload_classmap.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/PHPMailer/autoload_classmap.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-content/uploads/y.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/uploads/y.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/n8hy6xml/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/n8hy6xml/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/ALFA_DATA/ws.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /ALFA_DATA/ws.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/lig.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /lig.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/.wp-cli/alfa-rex.php8" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.wp-cli/alfa-rex.php8 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-admin/ws.php.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/ws.php.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-content/uploads/paste.myconan.net/ovaqkklhr.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/uploads/paste.myconan.net/ovaqkklhr.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-admin/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //wp-admin/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-admin/includes/GHoawuaa.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/includes/GHoawuaa.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:03 [error] 184#184: *883 open() "/var/www/html/wp-content/est.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/est.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/.well-known/wp-login.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/wp-login.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/themes.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/themes.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/wp-includes/widgets" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/widgets HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/.well-known/pki-validationabout.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/pki-validationabout.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/.tmb/cloud.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.tmb/cloud.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/estudiante16/default.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /estudiante16/default.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/alfa-rex.php7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /alfa-rex.php7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/cgi-bin/cgi-bin/about.php7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/cgi-bin/about.php7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:24:04 [error] 184#184: *883 open() "/var/www/html/wp-admin/inc" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/inc HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:40:55 [error] 178#178: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 107.197.155.85, server: nginxproxymanager, request: "GET /api/ HTTP/1.1", upstream: "http://127.0.0.1:3000/", host: "20.81.47.192:81", referrer: "http://20.81.47.192:81/"
2024/10/05 02:42:43 [error] 210#210: *41 open() "/var/www/html/server" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /server HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:43 [error] 210#210: *43 open() "/var/www/html/.vscode/sftp.json" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /.vscode/sftp.json HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:43 [error] 210#210: *45 open() "/var/www/html/about" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /about HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:44 [error] 210#210: *47 open() "/var/www/html/debug/default/view" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /debug/default/view?panel=config HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:44 [error] 210#210: *49 open() "/var/www/html/v2/_catalog" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /v2/_catalog HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:44 [error] 210#210: *51 open() "/var/www/html/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:44 [error] 210#210: *55 open() "/var/www/html/server-status" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /server-status HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:44 [error] 210#210: *57 open() "/var/www/html/login.action" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /login.action HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:44 [error] 210#210: *58 open() "/var/www/html/_all_dbs" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /_all_dbs HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:45 [error] 210#210: *60 open() "/var/www/html/.DS_Store" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /.DS_Store HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:45 [error] 210#210: *62 open() "/var/www/html/.env" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /.env HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:45 [error] 210#210: *64 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:45 [error] 210#210: *66 open() "/var/www/html/s/239313e27343e21383e20323/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /s/239313e27343e21383e20323/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:45 [error] 210#210: *68 open() "/var/www/html/config.json" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /config.json HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:42:45 [error] 210#210: *70 open() "/var/www/html/telescope/requests" failed (2: No such file or directory), client: 68.183.9.16, server: localhost-nginx-proxy-manager, request: "GET /telescope/requests HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:56:02 [warn] 169#169: 512 worker_connections are not enough, reusing connections
2024/10/05 02:56:02 [alert] 169#169: 512 worker_connections are not enough
2024/10/05 02:56:02 [error] 168#168: *1014 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost-nginx-proxy-manager, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:80/favicon.ico", host: "20.81.47.192", referrer: "http://20.81.47.192/"
2024/10/05 02:59:38 [error] 215#215: *1062 open() "/var/www/html/robots.txt" failed (2: No such file or directory), client: 52.167.144.59, server: localhost-nginx-proxy-manager, request: "GET /robots.txt HTTP/1.1", host: "www.thomasgroupusa.com"
